1732000552.9007928,850.0
1732000552.9312632,953.0
1732000552.982771,939.0
1732000553.032292,828.0
1732000553.0823133,668.0
1732000553.1319835,519.0
1732000553.1816845,431.0
1732000553.231801,423.0
1732000553.28157,479.0
1732000553.332314,557.0
1732000553.3818028,604.0
1732000553.4320078,580.0
1732000553.4820127,477.0
1732000553.5324976,321.0
1732000553.5828805,166.0
1732000553.6314852,71.0
1732000553.6816175,81.0
1732000553.7317019,205.0
1732000553.7822003,415.0
1732000553.8322887,668.0
1732000553.882049,858.0
1732000553.9321756,951.0
1732000553.9826233,929.0
1732000554.0329473,813.0
1732000554.0825324,653.0
1732000554.1321237,511.0
1732000554.181552,432.0
1732000554.231607,433.0
1732000554.2820954,495.0
1732000554.3321855,572.0
1732000554.3821642,612.0
1732000554.4318337,578.0
1732000554.48309,466.0
1732000554.5314407,305.0
1732000554.5825849,151.0
1732000554.6324918,63.0
1732000554.6819146,82.0
1732000554.731391,216.0
1732000554.7813613,463.0
1732000554.8315938,698.0
1732000554.8821297,879.0
1732000554.93166,959.0
1732000554.9819632,924.0
1732000555.0318096,798.0
1732000555.0822928,636.0
1732000555.131718,496.0
1732000555.1820462,423.0
1732000555.2320862,430.0
1732000555.2817285,495.0
1732000555.3320048,571.0
1732000555.3821907,605.0
1732000555.431762,565.0
1732000555.4813135,448.0
1732000555.532924,288.0
1732000555.5816958,140.0
1732000555.632171,64.0
1732000555.6817572,97.0
1732000555.731622,254.0
1732000555.7824483,479.0
1732000555.832116,712.0
1732000555.8816774,886.0
1732000555.931786,956.0
1732000555.9818244,912.0
1732000556.031657,782.0
1732000556.0818326,622.0
1732000556.1319797,489.0
1732000556.1821463,426.0
1732000556.2320457,442.0
1732000556.282175,511.0
1732000556.3314648,584.0
1732000556.382642,612.0
1732000556.4318502,562.0
1732000556.481437,436.0
1732000556.5324202,272.0
1732000556.5813947,126.0
1732000556.6315706,57.0
1732000556.6820319,117.0
1732000556.7339764,282.0
1732000556.7869008,511.0
1732000556.8816333,740.0
1732000556.932038,905.0
1732000556.981991,961.0
1732000557.031979,905.0
1732000557.0826125,767.0
1732000557.1324472,604.0
1732000557.1825774,475.0
1732000557.2323527,418.0
1732000557.28194,440.0
1732000557.331795,511.0
1732000557.381852,582.0
1732000557.4316487,604.0
1732000557.4821954,547.0
1732000557.5320458,418.0
1732000557.5828068,255.0
1732000557.6316109,117.0
1732000557.6818974,56.0
1732000557.7318835,123.0
1732000557.7816005,295.0
1732000557.8320715,527.0
1732000557.8826277,753.0
1732000557.9321795,909.0
1732000557.9815836,956.0
1732000558.0313818,891.0
1732000558.0818045,751.0
1732000558.1316454,591.0
1732000558.1824615,470.0
1732000558.2318966,424.0
1732000558.2821763,453.0
1732000558.3321214,527.0
1732000558.3823476,595.0
1732000558.4320936,608.0
1732000558.4827616,542.0
1732000558.5323246,405.0
1732000558.5823932,239.0
1732000558.6322112,98.0
1732000558.6819034,63.0
1732000558.7316482,143.0
1732000558.783219,324.0
1732000558.831938,559.0
1732000558.881833,780.0
1732000558.9320247,925.0
1732000558.98229,958.0
1732000559.031553,882.0
1732000559.0817006,734.0
1732000559.1315405,574.0
1732000559.1824982,457.0
1732000559.2318053,417.0
1732000559.282457,451.0
1732000559.3318846,527.0
1732000559.381548,592.0
1732000559.4321842,599.0
1732000559.4821045,526.0
1732000559.5322306,386.0
1732000559.5823827,224.0
1732000559.6317677,87.0
1732000559.6815906,60.0
1732000559.732029,150.0
1732000559.78227,339.0
1732000559.8322167,575.0
1732000559.8817792,792.0
1732000559.9315186,928.0
1732000559.9825034,951.0
1732000560.0318577,868.0
1732000560.0822036,718.0
1732000560.1315656,562.0
1732000560.1815777,454.0
1732000560.2315857,424.0
1732000560.2814863,466.0
1732000560.3321798,543.0
1732000560.3824706,603.0
1732000560.4320712,602.0
1732000560.482817,519.0
1732000560.532042,372.0
1732000560.5817313,194.0
1732000560.6322036,83.0
1732000560.6816018,69.0
1732000560.732814,172.0
1732000560.7824287,369.0
1732000560.8325458,607.0
1732000560.8821924,817.0
1732000560.9321966,941.0
1732000560.9831214,951.0
1732000561.0319111,856.0
1732000561.0898697,701.0
1732000561.1822288,545.0
1732000561.2317975,442.0
1732000561.2828438,418.0
1732000561.3323696,465.0
1732000561.3822227,543.0
1732000561.432228,599.0
1732000561.4822648,591.0
1732000561.532203,503.0
1732000561.5823205,339.0
1732000561.631895,178.0
1732000561.6817374,73.0
1732000561.7317019,69.0
1732000561.7820725,181.0
1732000561.8322997,384.0
1732000561.8821898,622.0
1732000561.9321544,827.0
1732000561.982193,942.0
1732000562.0320141,942.0
1732000562.0821378,841.0
1732000562.1324599,686.0
1732002204.610247,653.0
1732002204.659041,850.0
1732002204.708859,953.0
1732002204.759436,939.0
1732002204.8092825,828.0
1732002204.8593352,668.0
1732002204.9093506,519.0
1732002204.959037,432.0
1732002205.009261,433.0
1732002205.0597448,495.0
1732002205.1088562,572.0
1732002205.1586277,612.0
1732002205.2092953,578.0
1732002205.2587476,466.0
1732002205.3091002,305.0
1732002205.358598,151.0
1732002205.4087842,63.0
1732002205.4586675,82.0
1732002205.50868,216.0
1732002205.5591424,431.0
1732002205.6085942,668.0
1732002205.6593883,858.0
1732002205.7092822,951.0
1732002205.7597191,929.0
1732002205.809378,813.0
1732002205.8592358,653.0
1732002205.90892,496.0
1732002205.9586089,423.0
1732002206.0087845,430.0
1732002206.0609832,495.0
1732002206.115406,571.0
1732002206.2143528,605.0
1732002206.2596562,565.0
1732002206.3092723,448.0
1732002206.358902,288.0
1732002206.409158,140.0
1732002206.4590466,64.0
1732002206.5100672,97.0
1732002206.5591846,242.0
1732002206.6093898,463.0
1732002206.6587405,698.0
1732002206.7086637,879.0
1732002206.766496,959.0
1732002206.811206,924.0
1732002206.859301,798.0
1732002206.9088755,622.0
1732002206.9588225,489.0
1732002207.0093482,426.0
1732002207.059306,442.0
1732002207.1093729,511.0
1732002207.1590815,584.0
1732002207.2103398,612.0
1732002207.2593682,562.0
1732002207.3087082,436.0
1732002715.560847,599.0
1732002731.222147,604.0
1732002731.5584586,547.0
1732002731.6325214,418.0
1732002731.7134275,255.0
1732002731.7839293,117.0
1732002731.8664699,61.0
1732002731.9394686,117.0
1732002732.012903,282.0
1732002732.0859451,511.0
1732002732.1680627,740.0
1732002732.2447462,905.0
1732002732.3189926,961.0
1732002732.4085355,905.0
1732002732.4944782,767.0
1732002732.5736835,604.0
1732002732.6584644,475.0
1732002732.7353942,418.0
1732002732.8164542,453.0
1732002732.8931494,527.0
1732002732.9855385,595.0
1732002733.057514,608.0
1732002733.1390247,542.0
1732002733.2220356,405.0
1732002733.3039827,239.0
1732002733.3942623,105.0
1732002733.5576358,56.0
1732002733.6734357,123.0
1732002733.7687795,295.0
1732002733.9042206,527.0
1732002734.0232081,753.0
1732002734.1526127,909.0
1732002734.2348578,956.0
1732002734.3143246,891.0
1732002734.3838823,751.0
1732002734.4554384,591.0
1732002734.519639,470.0
1732002734.5928936,417.0
1732002734.662976,451.0
1732002734.7402332,527.0
1732002734.8108108,592.0
1732002734.883029,599.0
1732002734.943663,526.0
1732002735.0173945,386.0
1732002735.0889342,224.0
1732002735.176655,98.0
1732002735.2982674,63.0
1732002735.4220903,143.0
1732002735.4915457,324.0
1732002735.568623,559.0
1732002735.6407452,780.0
1732002735.715252,925.0
